id,transaction,item
5408,2584,88
5409,2585,23
5410,2585,23
5411,2585,55
5412,2585,66
5413,2586,11
5414,2586,33
5415,2587,23
5416,2587,88
5417,2588,11
5418,2588,55
5419,2589,48
5420,2589,84
5421,2590,11
5422,2590,60
5423,2591,62
5424,2591,23
5425,2591,11
5426,2591,23
5427,2592,37
5428,2593,23
5429,2593,23
5430,2594,62
5431,2594,62
5432,2594,11
5433,2594,2
5434,2594,26
5435,2595,23
5436,2595,55
5437,2595,66
5438,2595,2
5439,2596,11
5440,2596,23
5441,2597,11
5442,2598,23
5443,2598,89
5444,2598,62
5445,2598,62
5446,2599,23
5447,2599,40
5448,2599,40
5449,2599,11
5450,2600,11
5451,2601,23
5452,2601,11
5453,2602,11
5454,2603,23
5455,2603,55
5456,2603,27
5457,2603,2
5458,2604,23
5459,2604,23
5460,2604,62
5461,2604,15
5462,2605,11
5463,2605,23
5464,2605,15
5465,2605,26
5466,2606,23
5467,2607,11
5468,2608,37
5469,2609,11
5470,2610,23
5471,2610,55
5472,2611,48
5473,2611,84
5474,2611,23
5475,2611,23
5476,2611,15
5477,2612,84
5478,2612,48
5479,2612,89
5480,2613,48
5481,2613,48
5482,2613,48
5483,2614,23
5484,2614,23
5485,2614,23
5486,2614,62
5487,2614,74
5488,2614,27
5489,2615,11
5490,2615,27
5491,2616,11
5492,2616,60
5493,2616,15
5494,2616,23
5495,2616,55
5496,2617,23
5497,2618,11
5498,2618,23
5499,2618,26
5500,2619,55
5501,2619,27
5502,2620,60
5503,2621,55
5504,2621,84
5505,2622,66
5506,2623,84
5507,2624,23
5508,2624,76
5509,2624,23
5510,2625,11
5511,2625,23
5512,2625,23
5513,2625,23
5514,2626,89
5515,2626,84
5516,2627,26
5517,2627,26
5518,2628,23
5519,2629,11
5520,2630,23
5521,2630,11
5522,2630,88
5523,2630,66
5524,2631,23
5525,2631,62
5526,2632,60
5527,2633,11
5528,2634,37
5529,2635,23
5530,2635,62
5531,2636,11
5532,2637,11
5533,2638,84
5534,2638,23
5535,2638,66
5536,2638,2
5537,2639,23
5538,2639,23
5539,2639,88
5540,2639,55
5541,2640,23
5542,2641,51
5543,2641,84
5544,2641,11
5545,2641,55
5546,2642,55
5547,2642,23
5548,2642,88
5549,2643,66
5550,2643,84
5551,2644,37
5552,2645,23
5553,2645,23
5554,2646,23
5555,2647,23
5556,2647,23
5557,2647,60
5558,2648,23
5559,2649,23
5560,2649,60
5561,2650,23
5562,2650,74
5563,2651,31
5564,2651,11
5565,2651,23
5566,2651,66
5567,2651,11
5568,2652,49
5569,2653,23
5570,2653,23
5571,2653,55
5572,2654,26
5573,2654,23
5574,2654,66
5575,2655,37
5576,2656,23
5577,2657,23
5578,2658,62
5579,2658,62
5580,2659,11
5581,2659,66
5582,2660,51
5583,2660,74
5584,2661,23
5585,2661,23
5586,2661,2
5587,2662,23
5588,2662,74
5589,2663,11
5590,2664,11
5591,2665,11
5592,2665,84
5593,2665,55
5594,2666,23
5595,2666,60
5596,2667,15
5597,2667,84
5598,2668,26
5599,2668,23
5600,2669,46
5601,2669,25
5602,2670,23
5603,2670,23
5604,2670,60
5605,2670,74
5606,2671,2
5607,2672,2
5608,2673,74
5609,2673,23
5610,2674,48
5611,2674,23
5612,2674,60
5613,2674,74
5614,2675,60
5615,2676,23
5616,2676,84
5617,2676,11
5618,2677,23
5619,2678,11
5620,2678,55
5621,2678,26
5622,2678,84
5623,2679,23
5624,2680,23
5625,2680,11
5626,2680,23
5627,2681,2
5628,2681,2
5629,2681,23
5630,2681,74
5631,2681,74
5632,2681,11
5633,2682,23
5634,2682,23
5635,2682,11
5636,2682,26
5637,2682,55
5638,2682,23
5639,2683,23
5640,2683,26
5641,2684,37
5642,2685,23
5643,2686,25
5644,2687,23
5645,2687,11
5646,2688,66
5647,2688,11
5648,2689,23
5649,2690,48
5650,2690,2
5651,2690,11
5652,2690,60
5653,2691,23
5654,2692,11
5655,2693,23
5656,2693,23
5657,2694,23
5658,2694,23
5659,2694,55
5660,2695,23
5661,2695,62
5662,2696,66
5663,2696,55
5664,2696,11
5665,2697,60
5666,2697,23
5667,2697,23
5668,2698,11
5669,2699,11
5670,2700,11
5671,2700,23
5672,2701,11
5673,2701,84
5674,2702,11
5675,2702,26
5676,2702,60
5677,2703,84
5678,2703,23
5679,2704,55
5680,2704,66
5681,2704,11
5682,2705,23
5683,2705,2
5684,2706,88
5685,2707,23
5686,2708,84
5687,2709,48
5688,2709,55
5689,2710,23
5690,2710,66
5691,2711,23
5692,2712,15
5693,2712,11
5694,2713,15
5695,2713,23
5696,2714,23
5697,2714,48
5698,2714,66
5699,2715,62
5700,2715,84
5701,2716,11
5702,2717,62
5703,2717,84
5704,2718,11
5705,2718,37
5706,2719,23
5707,2720,11
5708,2721,11
5709,2721,62
5710,2722,11
5711,2722,26
5712,2723,23
5713,2723,11
5714,2724,26
5715,2724,23
5716,2725,37
5717,2726,11
5718,2727,23
5719,2728,23
5720,2728,84
5721,2728,74
5722,2728,60
5723,2729,23
5724,2729,11
5725,2729,15
5726,2730,62
5727,2730,11
5728,2731,62
5729,2731,84
5730,2732,84
5731,2732,23
5732,2733,23
5733,2734,74
5734,2734,84
5735,2734,2
5736,2735,23
5737,2735,62
5738,2735,57
5739,2735,2
5740,2735,15
5741,2735,74
5742,2736,23
5743,2736,11
5744,2737,23
5745,2737,62
5746,2738,84
5747,2738,15
5748,2739,11
5749,2740,26
5750,2741,23
5751,2741,51
5752,2742,23
5753,2742,60
5754,2742,57
5755,2742,51
5756,2743,11
5757,2744,11
5758,2745,11
5759,2746,11
5760,2746,48
5761,2746,51
5762,2746,88
5763,2746,62
5764,2747,23
5765,2747,15
5766,2747,11
5767,2748,23
5768,2748,88
5769,2749,23
5770,2749,88
5771,2750,84
5772,2751,84
5773,2751,88
5774,2751,26
5775,2752,37
5776,2753,11
5777,2753,15
5778,2754,62
5779,2754,11
5780,2755,23
5781,2755,23
5782,2756,84
5783,2756,2
5784,2757,11
5785,2758,62
5786,2758,23
5787,2759,51
5788,2759,23
5789,2759,84
5790,2760,23
5791,2760,55
5792,2761,11
5793,2762,55
5794,2762,23
5795,2763,15
5796,2763,84
5797,2764,11
5798,2764,23
5799,2765,37
5800,2766,11
5801,2767,37
5802,2767,27
5803,2768,11
5804,2769,48
5805,2770,23
5806,2770,23
5807,2770,48
5808,2770,74
5809,2771,74
5810,2772,62
5811,2772,23
5812,2772,89
5813,2773,49
5814,2774,11
5815,2775,11
5816,2776,74
5817,2776,62
5818,2776,23
5819,2776,57
5820,2777,11
5821,2778,25
5822,2778,25
5823,2778,26
5824,2778,62
5825,2779,62
5826,2780,11
5827,2780,11
5828,2781,23
5829,2781,23
5830,2781,74
5831,2782,11
5832,2782,23
5833,2783,62
5834,2783,84
5835,2783,23
5836,2785,84
5837,2785,23
5838,2786,48
5839,2787,23
5840,2787,23
5841,2787,2
5842,2788,40
5843,2788,49
5844,2788,15
5845,2788,23
5846,2789,15
5847,2790,23
5848,2790,11
5849,2791,66
5850,2791,23
5851,2792,23
5852,2792,66
5853,2793,23
5854,2793,66
5855,2794,89
5856,2794,11
5857,2795,23
5858,2796,23
5859,2797,23
5860,2797,88
5861,2797,93
5862,2797,57
5863,2797,23
5864,2798,55
5865,2798,11
5866,2799,23
5867,2799,15
5868,2800,23
5869,2800,62
5870,2800,66
5871,2801,23
5872,2802,23
5873,2803,11
5874,2803,15
5875,2803,26
5876,2804,23
5877,2804,84
5878,2804,11
5879,2804,15
5880,2805,88
5881,2805,51
5882,2806,11
5883,2807,66
5884,2807,66
5885,2808,23
5886,2809,89
5887,2810,84
5888,2811,11
5889,2812,37
5890,2813,62
5891,2813,23
5892,2813,15
5893,2814,23
5894,2814,74
5895,2814,62
5896,2815,84
5897,2816,46
5898,2816,84
5899,2817,23
5900,2817,62
5901,2818,23
5902,2819,84
5903,2819,62
5904,2819,15
5905,2820,37
5906,2821,23
5907,2822,62
5908,2822,23
5909,2823,11
5910,2824,23
5911,2824,15
5912,2825,15
5913,2826,2
5914,2826,55
5915,2826,14
5916,2827,11
5917,2828,11
5918,2829,11
5919,2829,49
5920,2830,84
5921,2830,74
5922,2831,23
5923,2831,55
5924,2831,51
5925,2831,25
5926,2832,88
5927,2832,23
5928,2832,11
5929,2833,11
5930,2833,23
5931,2833,88
5932,2834,11
5933,2834,23
5934,2834,55
5935,2835,62
5936,2835,23
5937,2836,11
5938,2836,88
5939,2837,11
5940,2838,23
5941,2838,23
5942,2838,55
5943,2838,15
5944,2839,84
5945,2840,84
5946,2841,23
5947,2841,55
5948,2842,11
5949,2843,11
5950,2843,23
5951,2844,11
5952,2845,11
5953,2845,14
5954,2846,23
5955,2847,84
5956,2847,86
5957,2848,40
5958,2849,2
5959,2849,23
5960,2850,11
5961,2851,23
5962,2851,2
5963,2852,14
5964,2852,23
5965,2853,11
5966,2854,49
5967,2854,40
5968,2855,84
5969,2856,23
5970,2857,23
5971,2858,11
5972,2859,23
5973,2860,23
5974,2860,62
5975,2861,55
5976,2861,15
5977,2862,23
5978,2862,15
5979,2863,23
5980,2863,23
5981,2864,62
5982,2865,86
5983,2865,84
5984,2865,11
5985,2865,14
5986,2865,40
5987,2865,40
5988,2866,76
5989,2866,84
5990,2867,11
5991,2868,62
5992,2868,74
5993,2868,11
5994,2868,57
5995,2868,23
5996,2868,51
5997,2869,11
5998,2869,11
5999,2869,75
6000,2870,62
6001,2870,74
6002,2871,23
6003,2871,14
6004,2872,62
6005,2872,46
6006,2872,14
6007,2872,11
6008,2873,84
6009,2873,46
6010,2874,23
6011,2874,14
6012,2875,23
6013,2875,37
6014,2876,23
6015,2876,76
6016,2877,76
6017,2877,27
6018,2877,2
6019,2877,2
6020,2878,75
6021,2879,15
6022,2880,11
6023,2881,11
6024,2882,11
6025,2882,84
6026,2884,14
6027,2884,57
6028,2885,37
6029,2886,23
6030,2887,74
6031,2887,76
6032,2887,11
6033,2887,23
6034,2888,23
6035,2888,48
6036,2888,84
6037,2888,2
6038,2888,74
6039,2888,62
6040,2888,62
6041,2889,11
6042,2889,76
6043,2889,51
6044,2890,23
6045,2891,11
6046,2892,11
6047,2893,23
6048,2893,23
6049,2893,88
6050,2893,66
6051,2894,11
6052,2894,38
6053,2895,76
6054,2896,38
6055,2897,75
6056,2898,23
6057,2898,84
6058,2899,62
6059,2899,23
6060,2899,23
6061,2899,37
6062,2900,38
6063,2900,66
6064,2901,23
6065,2901,66
6066,2901,55
6067,2902,74
6068,2902,11
6069,2903,11
6070,2903,23
6071,2903,55
6072,2903,55
6073,2903,49
6074,2904,62
6075,2904,74
6076,2904,84
6077,2904,23
6078,2905,23
6079,2905,37
6080,2906,11
6081,2907,62
6082,2907,11
6083,2907,23
6084,2908,23
6085,2908,23
6086,2908,88
6087,2908,75
6088,2909,37
6089,2909,11
6090,2909,55
6091,2910,11
6092,2911,15
6093,2912,66
6094,2912,23
6095,2912,14
6096,2913,11
6097,2913,62
6098,2914,23
6099,2914,84
6100,2914,76
6101,2915,23
6102,2915,23
6103,2916,11
6104,2916,84
6105,2917,23
6106,2917,76
6107,2918,37
6108,2918,75
6109,2919,93
6110,2919,15
6111,2920,84
6112,2920,23
6113,2921,11
6114,2922,23
6115,2923,75
6116,2924,11
6117,2925,84
6118,2925,11
6119,2925,62
6120,2926,55
6121,2926,66
6122,2926,23
6123,2927,62
6124,2927,62
6125,2927,89
6126,2927,51
6127,2928,23
6128,2928,50
6129,2928,62
6130,2928,4
6131,2929,39
6132,2930,62
6133,2930,11
6134,2931,74
6135,2931,23
6136,2932,23
6137,2932,51
6138,2932,62
6139,2933,84
6140,2933,74
6141,2934,49
6142,2935,76
6143,2936,23
6144,2936,62
6145,2936,74
6146,2937,23
6147,2937,62
6148,2938,11
6149,2938,84
6150,2938,62
6151,2939,39
6152,2939,84
6153,2939,11
6154,2940,75
6155,2941,74
6156,2941,4
6157,2941,89
6158,2941,23
6159,2941,62
6160,2942,76
6161,2942,39
6162,2942,51
6163,2943,62
6164,2943,84
6165,2944,23
6166,2944,57
6167,2944,39
6168,2945,23
6169,2945,84
6170,2946,11
6171,2946,11
6172,2946,14
6173,2946,76
6174,2948,23
6175,2949,39
6176,2949,74
6177,2949,23
6178,2950,84
6179,2950,62
6180,2951,23
6181,2951,84
6182,2952,93
6183,2952,23
6184,2952,48
6185,2953,51
6186,2954,15
6187,2954,84
6188,2955,84
6189,2956,11
6190,2956,37
6191,2957,23
6192,2957,84
6193,2957,11
6194,2957,57
6195,2957,76
6196,2957,11
6197,2958,11
6198,2959,11
6199,2959,48
6200,2959,48
6201,2960,25
6202,2960,74
6203,2961,74
6204,2961,57
6205,2962,48
6206,2962,84
6207,2962,15
6208,2963,75
6209,2964,39
6210,2964,15
6211,2966,15
6212,2967,23
6213,2967,11
6214,2968,23
6215,2968,84
6216,2968,11
6217,2969,76
6218,2969,23
6219,2970,11
6220,2971,49
6221,2972,11
6222,2972,62
6223,2973,23
6224,2973,55
6225,2974,11
6226,2974,37
6227,2975,11
6228,2976,23
6229,2976,66
6230,2977,11
6231,2977,23
6232,2978,55
6233,2978,23
6234,2979,76
6235,2979,11
6236,2980,23
6237,2980,25
6238,2981,23
6239,2982,89
6240,2983,11
6241,2984,57
6242,2985,48
6243,2985,23
6244,2985,11
6245,2985,88
6246,2985,55
6247,2985,2
6248,2985,40
6249,2986,49
6250,2987,55
6251,2987,7
6252,2987,23
6253,2987,11
6254,2987,88
6255,2988,23
6256,2989,11
6257,2990,23
6258,2990,23
6259,2990,7
6260,2990,55
6261,2991,23
6262,2991,23
6263,2991,11
6264,2992,37
6265,2993,11
6266,2994,55
6267,2994,76
6268,2994,23
6269,2994,23
6270,2995,11
6271,2996,37
6272,2996,23
6273,2996,55
6274,2996,11
6275,2997,78
6276,2997,62
6277,2998,62
6278,2998,23
6279,2999,62
6280,3000,55
6281,3000,23
6282,3001,57
6283,3002,62
6284,3002,11
6285,3002,57
6286,3002,48
6287,3003,74
6288,3003,84
6289,3004,23
6290,3004,62
6291,3004,26
6292,3005,2
6293,3005,2
6294,3006,93
6295,3006,11
6296,3006,23
6297,3007,23
6298,3007,62
6299,3008,55
6300,3009,23
6301,3009,39
6302,3009,88
6303,3010,62
6304,3010,62
6305,3010,23
6306,3010,48
6307,3010,60
6308,3011,23
6309,3011,75
6310,3013,62
6311,3013,7
6312,3013,84
6313,3015,62
6314,3015,23
6315,3016,62
6316,3017,39
6317,3017,23
6318,3018,75
6319,3019,23
6320,3019,23
6321,3020,62
6322,3020,62
6323,3020,23
6324,3020,84
6325,3021,75
6326,3022,11
6327,3023,84
6328,3024,11
6329,3024,62
6330,3025,11
6331,3025,55
6332,3026,66
6333,3026,88
6334,3026,23
6335,3027,23
6336,3027,66
6337,3028,84
6338,3029,23
6339,3029,88
6340,3030,23
6341,3031,49
6342,3031,23
6343,3031,48
6344,3031,88
6345,3032,23
6346,3032,74
6347,3033,11
6348,3033,84
6349,3033,7
6350,3033,2
6351,3034,11
6352,3034,23
6353,3034,15
6354,3035,11
6355,3036,11
6356,3037,23
6357,3037,23
6358,3037,7
6359,3037,15
6360,3038,11
6361,3039,23
6362,3039,55
6363,3040,11
6364,3041,11
6365,3041,93
6366,3042,23
6367,3042,11
6368,3042,93
6369,3042,15
6370,3043,11
6371,3044,74
6372,3045,66
6373,3045,11
6374,3046,15
6375,3046,93
6376,3046,23
6377,3046,23
6378,3046,57
6379,3046,57
6380,3047,49
6381,3048,11
6382,3049,39
6383,3049,23
6384,3050,23
6385,3050,23
6386,3051,11
6387,3052,74
6388,3053,74
6389,3053,11
6390,3053,89
6391,3053,23
6392,3054,84
6393,3054,88
6394,3054,62
6395,3055,23
6396,3056,15
6397,3057,62
6398,3058,23
6399,3058,11
6400,3058,11
6401,3058,11
6402,3059,40
6403,3060,49
6404,3060,49
6405,3061,11
6406,3062,23
6407,3063,84
6408,3063,11
6409,3063,48
6410,3063,93
6411,3063,11
6412,3064,51
6413,3064,15
6414,3064,50
6415,3064,11
6416,3065,11
6417,3066,93
6418,3066,84
6419,3067,23
6420,3067,66
6421,3068,75
6422,3068,93
6423,3069,11
6424,3070,23
6425,3070,40
6426,3070,49
6427,3070,40
6428,3070,40
6429,3071,49
6430,3071,23
6431,3071,23
6432,3073,23
6433,3073,23
6434,3074,23
6435,3074,26
6436,3074,66
6437,3075,55
6438,3075,11
6439,3076,23
6440,3076,4
6441,3077,84
6442,3077,84
6443,3077,88
6444,3078,25
6445,3079,23
6446,3079,11
6447,3080,7
6448,3080,37
6449,3081,11
6450,3081,84
6451,3081,23
6452,3081,2
6453,3081,48
6454,3082,37
6455,3083,23
6456,3083,11
6457,3084,23
6458,3084,88
6459,3084,75
6460,3085,11
6461,3085,62
6462,3085,93
6463,3086,11
6464,3087,23
6465,3088,23
6466,3088,11
6467,3088,2
6468,3089,23
6469,3090,11
6470,3091,55
6471,3092,23
6472,3092,62
6473,3093,39
6474,3093,84
6475,3093,23
6476,3094,84
6477,3095,84
6478,3095,7
6479,3096,37
6480,3097,23
6481,3097,66
6482,3097,55
6483,3098,23
6484,3098,23
6485,3098,74
6486,3099,23
6487,3099,55
6488,3100,23
6489,3100,66
6490,3101,60
6491,3101,11
6492,3101,11
6493,3101,23
6494,3102,23
6495,3102,7
6496,3103,11
6497,3104,23
6498,3105,11
6499,3106,23
6500,3106,23
6501,3106,2
6502,3107,11
6503,3107,89
6504,3107,23
6505,3107,89
6506,3107,75
6507,3108,84
6508,3108,15
6509,3109,49
6510,3110,40
6511,3110,49
6512,3110,49
6513,3111,11
6514,3112,23
6515,3113,84
6516,3113,23
6517,3114,23
6518,3114,84
6519,3114,88
6520,3115,23
6521,3116,11
6522,3117,23
6523,3117,62
6524,3118,23
6525,3119,11
6526,3120,11
6527,3121,40
6528,3122,23
6529,3123,23
6530,3123,84
6531,3124,23
6532,3124,23
6533,3124,37
6534,3125,55
6535,3125,60
6536,3125,23
6537,3125,51
6538,3126,23
6539,3127,23
6540,3127,11
6541,3127,11
6542,3128,23
6543,3128,23
6544,3128,11
6545,3128,60
6546,3129,93
6547,3129,23
6548,3129,84
6549,3130,2
6550,3130,23
6551,3131,23
6552,3131,23
6553,3131,55
6554,3132,62
6555,3133,11
6556,3133,84
6557,3134,23
6558,3135,23
6559,3136,11
6560,3136,66
6561,3137,11
6562,3138,37
6563,3139,11
6564,3139,2
6565,3140,62
6566,3141,23
6567,3142,49
6568,3143,23
6569,3144,66
6570,3145,84
6571,3145,62
6572,3146,23
6573,3146,23
6574,3147,23
6575,3147,88
6576,3148,62
6577,3148,23
6578,3149,25
6579,3149,89
6580,3149,62
6581,3150,62
6582,3150,74
6583,3150,84
6584,3150,23
6585,3151,84
6586,3151,62
6587,3152,25
6588,3153,11
6589,3153,74
6590,3153,11
6591,3154,51
6592,3154,11
6593,3154,4
6594,3154,88
6595,3155,84
6596,3155,11
6597,3155,62
6598,3156,23
6599,3156,2
6600,3157,48
6601,3157,48
6602,3157,88
6603,3157,66
6604,3158,74
6605,3158,84
6606,3158,51
6607,3158,93
6608,3159,11
6609,3160,2
6610,3160,60
6611,3161,23
6612,3161,50
6613,3162,50
6614,3162,11
6615,3163,84
6616,3163,23
6617,3163,50
6618,3163,15
6619,3163,11
6620,3164,23
6621,3164,23
6622,3164,62
6623,3165,11
6624,3165,62
6625,3165,66
6626,3165,55
6627,3166,2
6628,3166,66
6629,3167,55
6630,3167,88
6631,3167,62
6632,3167,23
6633,3168,11
6634,3168,84
6635,3168,66
6636,3169,11
6637,3170,23
6638,3171,11
6639,3171,48
6640,3172,11
6641,3173,66
6642,3174,62
6643,3174,23
6644,3174,23
6645,3175,11
6646,3176,23
6647,3176,48
6648,3177,37
6649,3178,23
6650,3179,23
6651,3179,23
6652,3180,23
6653,3181,31
6654,3182,66
6655,3182,37
6656,3183,11
6657,3183,93
6658,3183,11
6659,3184,11
6660,3185,23
6661,3185,48
6662,3185,66
6663,3186,23
6664,3186,93
6665,3186,66
6666,3187,11
6667,3188,11
6668,3188,11
6669,3189,23
6670,3189,48
6671,3190,11
6672,3190,74
6673,3190,23
6674,3191,11
6675,3192,23
6676,3192,23
6677,3192,48
6678,3193,23
6679,3194,23
6680,3195,74
6681,3195,25
6682,3196,23
6683,3197,62
6684,3197,23
6685,3197,11
6686,3198,11
6687,3199,23
6688,3200,23
6689,3200,23
6690,3201,23
6691,3201,40
6692,3202,23
6693,3202,74
6694,3202,84
6695,3202,11
6696,3203,23
6697,3203,23
6698,3203,62
6699,3203,74
6700,3204,11
6701,3205,62
6702,3205,11
6703,3205,23
6704,3206,23
6705,3206,23
6706,3206,48
6707,3207,40
6708,3208,23
6709,3209,23
6710,3209,11
6711,3210,11
6712,3210,11
6713,3211,26
6714,3212,11
6715,3213,23
6716,3213,11
6717,3213,11
6718,3213,2
6719,3214,84
6720,3215,8
6721,3215,33
6722,3216,37
6723,3217,11
6724,3217,40
6725,3217,66
6726,3218,48
6727,3219,84
6728,3219,93
6729,3219,50
6730,3219,23
6731,3219,55
6732,3220,23
6733,3221,48
6734,3221,23
6735,3222,11
6736,3223,93
6737,3224,55
6738,3224,31
6739,3225,59
6740,3226,59
6741,3227,23
6742,3227,49
6743,3227,49
6744,3228,11
6745,3228,88
6746,3229,11
6747,3229,88
6748,3230,23
6749,3231,50
6750,3231,93
6751,3232,23
6752,3233,11
6753,3234,23
6754,3234,23
6755,3234,11
6756,3235,84
6757,3235,62
6758,3236,23
6759,3237,23
6760,3237,23
6761,3237,62
6762,3237,51
6763,3237,37
6764,3238,23
6765,3238,66
6766,3239,11
6767,3240,23
6768,3241,23
6769,3242,23
6770,3243,84
6771,3243,66
6772,3244,26
6773,3244,23
6774,3244,23
6775,3244,88
6776,3245,66
6777,3245,84
6778,3246,84
6779,3246,23
6780,3246,23
6781,3246,88
6782,3247,11
6783,3248,11
6784,3249,23
6785,3250,23
6786,3250,23
6787,3251,62
6788,3251,66
6789,3252,11
6790,3252,62
6791,3253,75
6792,3253,23
6793,3253,2
6794,3255,62
6795,3255,89
6796,3255,33
6797,3255,11
6798,3256,62
6799,3256,84
6800,3256,40
6801,3256,40
6802,3256,49
6803,3256,51
6804,3256,33
6805,3257,15
6806,3258,11
6807,3258,26
6808,3259,23
6809,3259,15
6810,3260,23
6811,3260,84
6812,3260,88
6813,3261,62
6814,3261,89
6815,3262,11
6816,3263,23
6817,3264,11
6818,3265,11
6819,3266,62
6820,3266,89
6821,3267,88
6822,3267,62
6823,3267,11
6824,3267,84
6825,3267,26
6826,3268,74
6827,3268,23
6828,3268,23
6829,3269,62
6830,3270,11
6831,3270,74
6832,3271,62
6833,3271,2
6834,3272,76
6835,3273,62
6836,3274,11
6837,3274,23
6838,3274,2
6839,3274,93
6840,3275,40
6841,3276,49
6842,3276,62
6843,3277,23
6844,3277,66
6845,3277,49
6846,3278,23
6847,3279,84
6848,3279,11
6849,3279,11
6850,3279,40
6851,3280,11
6852,3280,62
6853,3280,74
6854,3281,37
6855,3282,62
6856,3282,23
6857,3283,49
6858,3283,49
6859,3284,14
6860,3284,23
6861,3285,84
6862,3285,74
6863,3285,11
6864,3286,62
6865,3286,84
6866,3287,74
6867,3287,84
6868,3288,23
6869,3289,23
6870,3290,11
6871,3291,84
6872,3291,14
6873,3292,49
6874,3293,49
6875,3294,26
6876,3294,74
6877,3294,51
6878,3295,84
6879,3295,66
6880,3296,37
6881,3297,76
6882,3297,23
6883,3298,23
6884,3298,23
6885,3299,23
6886,3299,23
6887,3299,93
6888,3300,11
6889,3300,76
6890,3301,37
6891,3301,76
6892,3303,23
6893,3303,14
6894,3304,23
6895,3304,84
6896,3305,23
6897,3306,84
6898,3306,23
6899,3307,11
6900,3309,23
6901,3309,23
6902,3309,23
6903,3309,2
6904,3310,37
6905,3310,55
6906,3310,66
6907,3311,11
6908,3312,11
6909,3313,23
6910,3313,66
6911,3314,11
6912,3315,11
6913,3315,11
6914,3315,66
6915,3316,55
6916,3316,40
6917,3317,11
6918,3318,23
6919,3318,76
6920,3318,51
6921,3319,23
6922,3319,62
6923,3320,84
6924,3320,76
6925,3320,54
6926,3321,49
6927,3321,26
6928,3321,40
6929,3322,11
6930,3323,75
6931,3324,23
6932,3324,26
6933,3324,51
6934,3325,48
6935,3325,23
6936,3325,11
6937,3325,11
6938,3325,93
6939,3326,49
6940,3327,11
6941,3328,23
6942,3328,23
6943,3329,31
6944,3329,75
6945,3329,2
6946,3330,23
6947,3330,11
6948,3330,66
6949,3330,55
6950,3330,37
6951,3331,48
6952,3331,76
6953,3332,40
6954,3332,49
6955,3332,11
6956,3332,37
6957,3333,23
6958,3333,86
6959,3334,93
6960,3335,11
6961,3336,11
6962,3337,11
6963,3337,76
6964,3338,15
6965,3339,11
6966,3340,93
6967,3340,15
6968,3340,62
6969,3340,23
6970,3340,23
6971,3340,23
6972,3341,23
6973,3341,23
6974,3341,55
6975,3342,11
6976,3343,49
6977,3344,55
6978,3344,66
6979,3344,23
6980,3344,23
6981,3344,23
6982,3345,62
6983,3346,11
6984,3347,11
6985,3348,11
6986,3348,76
6987,3348,11
6988,3348,86
6989,3349,23
6990,3349,84
6991,3350,11
6992,3351,62
6993,3351,39
6994,3351,84
6995,3351,84
6996,3352,23
6997,3352,93
6998,3353,11
6999,3354,23
7000,3354,11
7001,3354,62
7002,3355,76
7003,3355,23
7004,3356,37
7005,3356,39
7006,3356,26
7007,3357,37
7008,3358,37
7009,3359,49
7010,3359,40
7011,3360,62
7012,3360,23
7013,3361,62
7014,3361,39
7015,3361,74
7016,3361,11
7017,3361,2
7018,3361,55
7019,3361,40
7020,3362,15
7021,3363,51
7022,3363,26
7023,3363,23
7024,3364,23
7025,3364,23
7026,3366,11
7027,3366,66
7028,3367,48
7029,3367,84
7030,3368,28
7031,3369,11
7032,3370,15
7033,3371,38
7034,3371,84
7035,3371,84
7036,3371,76
7037,3372,23
7038,3372,76
7039,3373,15
7040,3374,93
7041,3375,23
7042,3375,23
7043,3376,84
7044,3376,93
7045,3377,38
7046,3378,25
7047,3379,68
7048,3380,68
7049,3381,51
7050,3382,25
7051,3383,68
7052,3384,68
7053,3385,68
7054,3386,25
7055,3386,68
7056,3387,48
7057,3387,48
7058,3388,62
7059,3388,55
7060,3389,23
7061,3390,23
7062,3390,11
7063,3391,23
7064,3392,11
7065,3393,23
7066,3393,26
7067,3393,11
7068,3393,88
7069,3394,23
7070,3394,14
7071,3394,55
7072,3395,48
7073,3395,23
7074,3395,14
7075,3396,84
7076,3396,48
7077,3397,84
7078,3397,76
7079,3397,11
7080,3398,55
7081,3398,23
7082,3398,23
7083,3399,11
7084,3399,23
7085,3399,48
7086,3399,23
7087,3399,66
7088,3399,76
7089,3400,59
7090,3400,86
7091,3400,23
7092,3400,11
7093,3401,11
7094,3401,62
7095,3402,40
7096,3403,11
7097,3404,23
7098,3404,23
7099,3405,11
7100,3406,11
7101,3407,23
7102,3407,14
7103,3407,93
7104,3408,31
7105,3409,23
7106,3409,23
7107,3410,23
7108,3411,37
7109,3412,62
7110,3412,62
7111,3412,23
7112,3413,23
7113,3413,14
7114,3414,23
7115,3415,23
7116,3415,48
7117,3415,93
7118,3416,62
7119,3416,62
7120,3416,11
7121,3417,23
7122,3417,39
7123,3418,55
7124,3418,23
7125,3419,23
7126,3419,51
7127,3419,57
7128,3419,55
7129,3419,28
7130,3419,39
7131,3420,23
7132,3421,23
7133,3421,62
7134,3421,26
7135,3422,11
7136,3423,11
7137,3424,23
7138,3424,23
7139,3424,15
7140,3424,11
7141,3424,31
7142,3424,11
7143,3425,23
7144,3425,48
7145,3425,11
7146,3426,25
7147,3427,40
7148,3428,40
7149,3429,84
7150,3429,51
7151,3429,15
7152,3429,83
7153,3430,14
7154,3430,55
7155,3430,48
7156,3430,23
