,item_code,item,transaction,datetime,dayofweek,month,hour
5343,23,Coffee,2555,2016-12-03 14:37:36,5,12,14
5344,48,Hot chocolate,2555,2016-12-03 14:37:36,5,12,14
5345,23,Coffee,2556,2016-12-03 14:41:34,5,12,14
5346,76,Scone,2556,2016-12-03 14:41:34,5,12,14
5347,60,Muffin,2556,2016-12-03 14:41:34,5,12,14
5348,48,Hot chocolate,2556,2016-12-03 14:41:34,5,12,14
5349,11,Bread,2557,2016-12-03 14:47:21,5,12,14
5350,55,Medialuna,2558,2016-12-03 14:50:38,5,12,14
5351,15,Cake,2559,2016-12-03 14:55:47,5,12,14
5352,2,Alfajores,2559,2016-12-03 14:55:47,5,12,14
5353,48,Hot chocolate,2560,2016-12-03 14:57:53,5,12,14
5354,23,Coffee,2561,2016-12-03 15:17:19,5,12,15
5355,23,Coffee,2561,2016-12-03 15:17:19,5,12,15
5356,23,Coffee,2562,2016-12-03 15:25:53,5,12,15
5357,23,Coffee,2563,2016-12-03 15:37:11,5,12,15
5358,84,Tea,2563,2016-12-03 15:37:11,5,12,15
5359,49,Jam,2564,2016-12-03 15:39:35,5,12,15
5360,15,Cake,2564,2016-12-03 15:39:35,5,12,15
5361,11,Bread,2564,2016-12-03 15:39:35,5,12,15
5362,23,Coffee,2564,2016-12-03 15:39:35,5,12,15
5363,23,Coffee,2565,2016-12-03 15:42:03,5,12,15
5364,84,Tea,2566,2016-12-03 15:43:10,5,12,15
5365,76,Scone,2566,2016-12-03 15:43:10,5,12,15
5366,11,Bread,2567,2016-12-03 15:45:44,5,12,15
5367,11,Bread,2568,2016-12-03 15:46:28,5,12,15
5368,78,Smoothies,2569,2016-12-03 15:48:43,5,12,15
5369,60,Muffin,2569,2016-12-03 15:48:43,5,12,15
5370,48,Hot chocolate,2569,2016-12-03 15:48:43,5,12,15
5371,88,Toast,2569,2016-12-03 15:48:43,5,12,15
5372,2,Alfajores,2570,2016-12-03 15:50:17,5,12,15
5373,60,Muffin,2570,2016-12-03 15:50:17,5,12,15
5374,55,Medialuna,2570,2016-12-03 15:50:17,5,12,15
5375,11,Bread,2571,2016-12-03 16:03:05,5,12,16
5376,23,Coffee,2571,2016-12-03 16:03:05,5,12,16
5377,76,Scone,2571,2016-12-03 16:03:05,5,12,16
5378,84,Tea,2572,2016-12-03 16:08:31,5,12,16
5379,51,Juice,2572,2016-12-03 16:08:31,5,12,16
5380,23,Coffee,2573,2016-12-03 16:13:03,5,12,16
5381,23,Coffee,2573,2016-12-03 16:13:03,5,12,16
5382,11,Bread,2573,2016-12-03 16:13:03,5,12,16
5383,66,Pastry,2574,2016-12-03 16:16:00,5,12,16
5384,11,Bread,2575,2016-12-03 16:22:47,5,12,16
5385,84,Tea,2575,2016-12-03 16:22:47,5,12,16
5386,66,Pastry,2575,2016-12-03 16:22:47,5,12,16
5387,23,Coffee,2576,2016-12-03 16:37:59,5,12,16
5388,55,Medialuna,2576,2016-12-03 16:37:59,5,12,16
5389,23,Coffee,2577,2016-12-04 09:23:12,6,12,9
5390,55,Medialuna,2577,2016-12-04 09:23:12,6,12,9
5391,11,Bread,2578,2016-12-04 09:25:28,6,12,9
5392,66,Pastry,2579,2016-12-04 10:13:39,6,12,10
5393,11,Bread,2579,2016-12-04 10:13:39,6,12,10
5394,11,Bread,2580,2016-12-04 10:14:25,6,12,10
5395,88,Toast,2580,2016-12-04 10:14:25,6,12,10
5396,11,Bread,2581,2016-12-04 10:33:49,6,12,10
5397,55,Medialuna,2581,2016-12-04 10:33:49,6,12,10
5398,88,Toast,2581,2016-12-04 10:33:49,6,12,10
5399,23,Coffee,2582,2016-12-04 10:48:04,6,12,10
5400,76,Scone,2582,2016-12-04 10:48:04,6,12,10
5401,62,NONE,2582,2016-12-04 10:48:04,6,12,10
5402,66,Pastry,2582,2016-12-04 10:48:04,6,12,10
5403,23,Coffee,2583,2016-12-04 10:51:32,6,12,10
5404,84,Tea,2583,2016-12-04 10:51:32,6,12,10
5405,60,Muffin,2583,2016-12-04 10:51:32,6,12,10
5406,60,Muffin,2583,2016-12-04 10:51:32,6,12,10
5407,23,Coffee,2584,2016-12-04 10:52:25,6,12,10
5408,88,Toast,2584,2016-12-04 10:52:25,6,12,10
5409,23,Coffee,2585,2016-12-04 10:54:15,6,12,10
5410,23,Coffee,2585,2016-12-04 10:54:15,6,12,10
5411,55,Medialuna,2585,2016-12-04 10:54:15,6,12,10
5412,66,Pastry,2585,2016-12-04 10:54:15,6,12,10
5413,11,Bread,2586,2016-12-04 11:07:33,6,12,11
5414,33,Ella's Kitchen Pouches,2586,2016-12-04 11:07:33,6,12,11
5415,23,Coffee,2587,2016-12-04 11:24:07,6,12,11
5416,88,Toast,2587,2016-12-04 11:24:07,6,12,11
5417,11,Bread,2588,2016-12-04 11:35:33,6,12,11
5418,55,Medialuna,2588,2016-12-04 11:35:33,6,12,11
5419,48,Hot chocolate,2589,2016-12-04 11:47:49,6,12,11
5420,84,Tea,2589,2016-12-04 11:47:49,6,12,11
5421,11,Bread,2590,2016-12-04 11:49:23,6,12,11
5422,60,Muffin,2590,2016-12-04 11:49:23,6,12,11
5423,62,NONE,2591,2016-12-04 11:53:20,6,12,11
5424,23,Coffee,2591,2016-12-04 11:53:20,6,12,11
5425,11,Bread,2591,2016-12-04 11:53:20,6,12,11
5426,23,Coffee,2591,2016-12-04 11:53:20,6,12,11
5427,37,Farm House,2592,2016-12-04 11:56:26,6,12,11
5428,23,Coffee,2593,2016-12-04 11:57:49,6,12,11
5429,23,Coffee,2593,2016-12-04 11:57:49,6,12,11
5430,62,NONE,2594,2016-12-04 12:04:19,6,12,12
5431,62,NONE,2594,2016-12-04 12:04:19,6,12,12
5432,11,Bread,2594,2016-12-04 12:04:19,6,12,12
5433,2,Alfajores,2594,2016-12-04 12:04:19,6,12,12
5434,26,Cookies,2594,2016-12-04 12:04:19,6,12,12
5435,23,Coffee,2595,2016-12-04 12:06:34,6,12,12
5436,55,Medialuna,2595,2016-12-04 12:06:34,6,12,12
5437,66,Pastry,2595,2016-12-04 12:06:34,6,12,12
5438,2,Alfajores,2595,2016-12-04 12:06:34,6,12,12
5439,11,Bread,2596,2016-12-04 12:13:06,6,12,12
5440,23,Coffee,2596,2016-12-04 12:13:06,6,12,12
5441,11,Bread,2597,2016-12-04 12:31:06,6,12,12
5442,23,Coffee,2598,2016-12-04 12:33:58,6,12,12
5443,89,Truffles,2598,2016-12-04 12:33:58,6,12,12
5444,62,NONE,2598,2016-12-04 12:33:58,6,12,12
5445,62,NONE,2598,2016-12-04 12:33:58,6,12,12
5446,23,Coffee,2599,2016-12-04 12:35:48,6,12,12
5447,40,Fudge,2599,2016-12-04 12:35:48,6,12,12
5448,40,Fudge,2599,2016-12-04 12:35:48,6,12,12
5449,11,Bread,2599,2016-12-04 12:35:48,6,12,12
5450,11,Bread,2600,2016-12-04 12:40:19,6,12,12
5451,23,Coffee,2601,2016-12-04 12:46:15,6,12,12
5452,11,Bread,2601,2016-12-04 12:46:15,6,12,12
5453,11,Bread,2602,2016-12-04 12:47:59,6,12,12
5454,23,Coffee,2603,2016-12-04 13:11:13,6,12,13
5455,55,Medialuna,2603,2016-12-04 13:11:13,6,12,13
5456,27,Crepes,2603,2016-12-04 13:11:13,6,12,13
5457,2,Alfajores,2603,2016-12-04 13:11:13,6,12,13
5458,23,Coffee,2604,2016-12-04 13:14:33,6,12,13
5459,23,Coffee,2604,2016-12-04 13:14:33,6,12,13
5460,62,NONE,2604,2016-12-04 13:14:33,6,12,13
5461,15,Cake,2604,2016-12-04 13:14:33,6,12,13
5462,11,Bread,2605,2016-12-04 13:15:56,6,12,13
5463,23,Coffee,2605,2016-12-04 13:15:56,6,12,13
5464,15,Cake,2605,2016-12-04 13:15:56,6,12,13
5465,26,Cookies,2605,2016-12-04 13:15:56,6,12,13
5466,23,Coffee,2606,2016-12-04 13:18:31,6,12,13
5467,11,Bread,2607,2016-12-04 13:21:06,6,12,13
5468,37,Farm House,2608,2016-12-04 13:50:59,6,12,13
5469,11,Bread,2609,2016-12-04 13:58:32,6,12,13
5470,23,Coffee,2610,2016-12-04 14:03:46,6,12,14
5471,55,Medialuna,2610,2016-12-04 14:03:46,6,12,14
5472,48,Hot chocolate,2611,2016-12-04 14:07:44,6,12,14
5473,84,Tea,2611,2016-12-04 14:07:44,6,12,14
5474,23,Coffee,2611,2016-12-04 14:07:44,6,12,14
5475,23,Coffee,2611,2016-12-04 14:07:44,6,12,14
5476,15,Cake,2611,2016-12-04 14:07:44,6,12,14
5477,84,Tea,2612,2016-12-04 14:12:54,6,12,14
5478,48,Hot chocolate,2612,2016-12-04 14:12:54,6,12,14
5479,89,Truffles,2612,2016-12-04 14:12:54,6,12,14
5480,48,Hot chocolate,2613,2016-12-04 14:16:55,6,12,14
5481,48,Hot chocolate,2613,2016-12-04 14:16:55,6,12,14
5482,48,Hot chocolate,2613,2016-12-04 14:16:55,6,12,14
5483,23,Coffee,2614,2016-12-04 14:27:31,6,12,14
5484,23,Coffee,2614,2016-12-04 14:27:31,6,12,14
5485,23,Coffee,2614,2016-12-04 14:27:31,6,12,14
5486,62,NONE,2614,2016-12-04 14:27:31,6,12,14
5487,74,Sandwich,2614,2016-12-04 14:27:31,6,12,14
5488,27,Crepes,2614,2016-12-04 14:27:31,6,12,14
5489,11,Bread,2615,2016-12-04 14:32:26,6,12,14
5490,27,Crepes,2615,2016-12-04 14:32:26,6,12,14
5491,11,Bread,2616,2016-12-04 14:40:52,6,12,14
5492,60,Muffin,2616,2016-12-04 14:40:52,6,12,14
5493,15,Cake,2616,2016-12-04 14:40:52,6,12,14
5494,23,Coffee,2616,2016-12-04 14:40:52,6,12,14
5495,55,Medialuna,2616,2016-12-04 14:40:52,6,12,14
5496,23,Coffee,2617,2016-12-04 14:41:27,6,12,14
5497,11,Bread,2618,2016-12-04 14:46:44,6,12,14
5498,23,Coffee,2618,2016-12-04 14:46:44,6,12,14
5499,26,Cookies,2618,2016-12-04 14:46:44,6,12,14
5500,55,Medialuna,2619,2016-12-04 14:50:25,6,12,14
5501,27,Crepes,2619,2016-12-04 14:50:25,6,12,14
5502,60,Muffin,2620,2016-12-04 14:52:49,6,12,14
5503,55,Medialuna,2621,2016-12-04 14:54:51,6,12,14
5504,84,Tea,2621,2016-12-04 14:54:51,6,12,14
5505,66,Pastry,2622,2016-12-04 15:02:11,6,12,15
5506,84,Tea,2623,2016-12-04 15:41:11,6,12,15
5507,23,Coffee,2624,2016-12-04 15:46:13,6,12,15
5508,76,Scone,2624,2016-12-04 15:46:13,6,12,15
5509,23,Coffee,2624,2016-12-04 15:46:13,6,12,15
5510,11,Bread,2625,2016-12-04 16:12:14,6,12,16
5511,23,Coffee,2625,2016-12-04 16:12:14,6,12,16
5512,23,Coffee,2625,2016-12-04 16:12:14,6,12,16
5513,23,Coffee,2625,2016-12-04 16:12:14,6,12,16
5514,89,Truffles,2626,2016-12-04 16:15:01,6,12,16
5515,84,Tea,2626,2016-12-04 16:15:01,6,12,16
5516,26,Cookies,2627,2016-12-04 16:19:11,6,12,16
5517,26,Cookies,2627,2016-12-04 16:19:11,6,12,16
5518,23,Coffee,2628,2016-12-05 08:25:55,0,12,8
5519,11,Bread,2629,2016-12-05 08:35:23,0,12,8
5520,23,Coffee,2630,2016-12-05 08:36:11,0,12,8
5521,11,Bread,2630,2016-12-05 08:36:11,0,12,8
5522,88,Toast,2630,2016-12-05 08:36:11,0,12,8
5523,66,Pastry,2630,2016-12-05 08:36:11,0,12,8
5524,23,Coffee,2631,2016-12-05 09:04:44,0,12,9
5525,62,NONE,2631,2016-12-05 09:04:44,0,12,9
5526,60,Muffin,2632,2016-12-05 09:09:17,0,12,9
5527,11,Bread,2633,2016-12-05 09:19:19,0,12,9
5528,37,Farm House,2634,2016-12-05 09:20:45,0,12,9
5529,23,Coffee,2635,2016-12-05 09:22:08,0,12,9
5530,62,NONE,2635,2016-12-05 09:22:08,0,12,9
5531,11,Bread,2636,2016-12-05 09:24:21,0,12,9
5532,11,Bread,2637,2016-12-05 09:25:24,0,12,9
5533,84,Tea,2638,2016-12-05 09:28:53,0,12,9
5534,23,Coffee,2638,2016-12-05 09:28:53,0,12,9
5535,66,Pastry,2638,2016-12-05 09:28:53,0,12,9
5536,2,Alfajores,2638,2016-12-05 09:28:53,0,12,9
5537,23,Coffee,2639,2016-12-05 09:33:12,0,12,9
5538,23,Coffee,2639,2016-12-05 09:33:12,0,12,9
5539,88,Toast,2639,2016-12-05 09:33:12,0,12,9
5540,55,Medialuna,2639,2016-12-05 09:33:12,0,12,9
5541,23,Coffee,2640,2016-12-05 09:33:58,0,12,9
5542,51,Juice,2641,2016-12-05 09:42:43,0,12,9
5543,84,Tea,2641,2016-12-05 09:42:43,0,12,9
5544,11,Bread,2641,2016-12-05 09:42:43,0,12,9
5545,55,Medialuna,2641,2016-12-05 09:42:43,0,12,9
5546,55,Medialuna,2642,2016-12-05 09:45:14,0,12,9
5547,23,Coffee,2642,2016-12-05 09:45:14,0,12,9
5548,88,Toast,2642,2016-12-05 09:45:14,0,12,9
5549,66,Pastry,2643,2016-12-05 09:46:18,0,12,9
5550,84,Tea,2643,2016-12-05 09:46:18,0,12,9
5551,37,Farm House,2644,2016-12-05 09:51:34,0,12,9
5552,23,Coffee,2645,2016-12-05 10:07:40,0,12,10
5553,23,Coffee,2645,2016-12-05 10:07:40,0,12,10
5554,23,Coffee,2646,2016-12-05 10:14:02,0,12,10
5555,23,Coffee,2647,2016-12-05 10:40:23,0,12,10
5556,23,Coffee,2647,2016-12-05 10:40:23,0,12,10
5557,60,Muffin,2647,2016-12-05 10:40:23,0,12,10
5558,23,Coffee,2648,2016-12-05 10:41:51,0,12,10
5559,23,Coffee,2649,2016-12-05 10:42:31,0,12,10
5560,60,Muffin,2649,2016-12-05 10:42:31,0,12,10
5561,23,Coffee,2650,2016-12-05 10:52:01,0,12,10
5562,74,Sandwich,2650,2016-12-05 10:52:01,0,12,10
5563,31,Dulce de Leche,2651,2016-12-05 10:56:44,0,12,10
5564,11,Bread,2651,2016-12-05 10:56:44,0,12,10
5565,23,Coffee,2651,2016-12-05 10:56:44,0,12,10
5566,66,Pastry,2651,2016-12-05 10:56:44,0,12,10
5567,11,Bread,2651,2016-12-05 10:56:44,0,12,10
5568,49,Jam,2652,2016-12-05 10:58:46,0,12,10
5569,23,Coffee,2653,2016-12-05 11:04:23,0,12,11
5570,23,Coffee,2653,2016-12-05 11:04:23,0,12,11
5571,55,Medialuna,2653,2016-12-05 11:04:23,0,12,11
5572,26,Cookies,2654,2016-12-05 11:09:34,0,12,11
5573,23,Coffee,2654,2016-12-05 11:09:34,0,12,11
5574,66,Pastry,2654,2016-12-05 11:09:34,0,12,11
5575,37,Farm House,2655,2016-12-05 12:14:03,0,12,12
5576,23,Coffee,2656,2016-12-05 12:26:57,0,12,12
5577,23,Coffee,2657,2016-12-05 12:33:52,0,12,12
5578,62,NONE,2658,2016-12-05 12:47:15,0,12,12
5579,62,NONE,2658,2016-12-05 12:47:15,0,12,12
5580,11,Bread,2659,2016-12-05 12:51:42,0,12,12
5581,66,Pastry,2659,2016-12-05 12:51:42,0,12,12
5582,51,Juice,2660,2016-12-05 12:56:06,0,12,12
5583,74,Sandwich,2660,2016-12-05 12:56:06,0,12,12
5584,23,Coffee,2661,2016-12-05 12:58:48,0,12,12
5585,23,Coffee,2661,2016-12-05 12:58:48,0,12,12
5586,2,Alfajores,2661,2016-12-05 12:58:48,0,12,12
5587,23,Coffee,2662,2016-12-05 13:11:30,0,12,13
5588,74,Sandwich,2662,2016-12-05 13:11:30,0,12,13
5589,11,Bread,2663,2016-12-05 13:30:27,0,12,13
5590,11,Bread,2664,2016-12-05 13:31:30,0,12,13
5591,11,Bread,2665,2016-12-05 13:40:52,0,12,13
5592,84,Tea,2665,2016-12-05 13:40:52,0,12,13
5593,55,Medialuna,2665,2016-12-05 13:40:52,0,12,13
5594,23,Coffee,2666,2016-12-05 13:46:47,0,12,13
5595,60,Muffin,2666,2016-12-05 13:46:47,0,12,13
5596,15,Cake,2667,2016-12-05 13:50:44,0,12,13
5597,84,Tea,2667,2016-12-05 13:50:44,0,12,13
5598,26,Cookies,2668,2016-12-05 13:52:34,0,12,13
5599,23,Coffee,2668,2016-12-05 13:52:34,0,12,13
5600,46,Hearty & Seasonal,2669,2016-12-05 14:04:32,0,12,14
5601,25,Coke,2669,2016-12-05 14:04:32,0,12,14
5602,23,Coffee,2670,2016-12-05 14:12:21,0,12,14
5603,23,Coffee,2670,2016-12-05 14:12:21,0,12,14
5604,60,Muffin,2670,2016-12-05 14:12:21,0,12,14
5605,74,Sandwich,2670,2016-12-05 14:12:21,0,12,14
5606,2,Alfajores,2671,2016-12-05 14:15:37,0,12,14
5607,2,Alfajores,2672,2016-12-05 14:30:28,0,12,14
5608,74,Sandwich,2673,2016-12-05 14:39:46,0,12,14
5609,23,Coffee,2673,2016-12-05 14:39:46,0,12,14
5610,48,Hot chocolate,2674,2016-12-05 14:43:20,0,12,14
5611,23,Coffee,2674,2016-12-05 14:43:20,0,12,14
5612,60,Muffin,2674,2016-12-05 14:43:20,0,12,14
5613,74,Sandwich,2674,2016-12-05 14:43:20,0,12,14
5614,60,Muffin,2675,2016-12-05 14:48:51,0,12,14
5615,23,Coffee,2676,2016-12-05 15:00:58,0,12,15
5616,84,Tea,2676,2016-12-05 15:00:58,0,12,15
5617,11,Bread,2676,2016-12-05 15:00:58,0,12,15
5618,23,Coffee,2677,2016-12-05 15:01:39,0,12,15
5619,11,Bread,2678,2016-12-05 15:13:04,0,12,15
5620,55,Medialuna,2678,2016-12-05 15:13:04,0,12,15
5621,26,Cookies,2678,2016-12-05 15:13:04,0,12,15
5622,84,Tea,2678,2016-12-05 15:13:04,0,12,15
5623,23,Coffee,2679,2016-12-05 15:27:04,0,12,15
5624,23,Coffee,2680,2016-12-05 15:45:32,0,12,15
5625,11,Bread,2680,2016-12-05 15:45:32,0,12,15
5626,23,Coffee,2680,2016-12-05 15:45:32,0,12,15
5627,2,Alfajores,2681,2016-12-05 16:23:40,0,12,16
5628,2,Alfajores,2681,2016-12-05 16:23:40,0,12,16
5629,23,Coffee,2681,2016-12-05 16:23:40,0,12,16
5630,74,Sandwich,2681,2016-12-05 16:23:40,0,12,16
5631,74,Sandwich,2681,2016-12-05 16:23:40,0,12,16
5632,11,Bread,2681,2016-12-05 16:23:40,0,12,16
5633,23,Coffee,2682,2016-12-05 16:53:44,0,12,16
5634,23,Coffee,2682,2016-12-05 16:53:44,0,12,16
5635,11,Bread,2682,2016-12-05 16:53:44,0,12,16
5636,26,Cookies,2682,2016-12-05 16:53:44,0,12,16
5637,55,Medialuna,2682,2016-12-05 16:53:44,0,12,16
5638,23,Coffee,2682,2016-12-05 16:53:44,0,12,16
5639,23,Coffee,2683,2016-12-06 08:11:46,1,12,8
5640,26,Cookies,2683,2016-12-06 08:11:46,1,12,8
5641,37,Farm House,2684,2016-12-06 08:26:54,1,12,8
5642,23,Coffee,2685,2016-12-06 08:58:58,1,12,8
5643,25,Coke,2686,2016-12-06 09:20:17,1,12,9
5644,23,Coffee,2687,2016-12-06 09:26:06,1,12,9
5645,11,Bread,2687,2016-12-06 09:26:06,1,12,9
5646,66,Pastry,2688,2016-12-06 09:27:18,1,12,9
5647,11,Bread,2688,2016-12-06 09:27:18,1,12,9
5648,23,Coffee,2689,2016-12-06 09:48:09,1,12,9
5649,48,Hot chocolate,2690,2016-12-06 09:50:30,1,12,9
5650,2,Alfajores,2690,2016-12-06 09:50:30,1,12,9
5651,11,Bread,2690,2016-12-06 09:50:30,1,12,9
5652,60,Muffin,2690,2016-12-06 09:50:30,1,12,9
5653,23,Coffee,2691,2016-12-06 09:51:10,1,12,9
5654,11,Bread,2692,2016-12-06 09:51:38,1,12,9
5655,23,Coffee,2693,2016-12-06 09:52:37,1,12,9
5656,23,Coffee,2693,2016-12-06 09:52:37,1,12,9
5657,23,Coffee,2694,2016-12-06 09:53:52,1,12,9
5658,23,Coffee,2694,2016-12-06 09:53:52,1,12,9
5659,55,Medialuna,2694,2016-12-06 09:53:52,1,12,9
5660,23,Coffee,2695,2016-12-06 09:54:45,1,12,9
5661,62,NONE,2695,2016-12-06 09:54:45,1,12,9
5662,66,Pastry,2696,2016-12-06 10:15:01,1,12,10
5663,55,Medialuna,2696,2016-12-06 10:15:01,1,12,10
5664,11,Bread,2696,2016-12-06 10:15:01,1,12,10
5665,60,Muffin,2697,2016-12-06 10:18:59,1,12,10
5666,23,Coffee,2697,2016-12-06 10:18:59,1,12,10
5667,23,Coffee,2697,2016-12-06 10:18:59,1,12,10
5668,11,Bread,2698,2016-12-06 10:25:37,1,12,10
5669,11,Bread,2699,2016-12-06 10:28:26,1,12,10
5670,11,Bread,2700,2016-12-06 10:30:22,1,12,10
5671,23,Coffee,2700,2016-12-06 10:30:22,1,12,10
5672,11,Bread,2701,2016-12-06 10:45:44,1,12,10
5673,84,Tea,2701,2016-12-06 10:45:44,1,12,10
5674,11,Bread,2702,2016-12-06 10:49:29,1,12,10
5675,26,Cookies,2702,2016-12-06 10:49:29,1,12,10
5676,60,Muffin,2702,2016-12-06 10:49:29,1,12,10
5677,84,Tea,2703,2016-12-06 10:52:24,1,12,10
5678,23,Coffee,2703,2016-12-06 10:52:24,1,12,10
5679,55,Medialuna,2704,2016-12-06 10:54:51,1,12,10
5680,66,Pastry,2704,2016-12-06 10:54:51,1,12,10
5681,11,Bread,2704,2016-12-06 10:54:51,1,12,10
5682,23,Coffee,2705,2016-12-06 10:55:48,1,12,10
5683,2,Alfajores,2705,2016-12-06 10:55:48,1,12,10
5684,88,Toast,2706,2016-12-06 10:57:54,1,12,10
5685,23,Coffee,2707,2016-12-06 10:59:09,1,12,10
5686,84,Tea,2708,2016-12-06 11:03:20,1,12,11
5687,48,Hot chocolate,2709,2016-12-06 11:07:06,1,12,11
5688,55,Medialuna,2709,2016-12-06 11:07:06,1,12,11
5689,23,Coffee,2710,2016-12-06 11:07:30,1,12,11
5690,66,Pastry,2710,2016-12-06 11:07:30,1,12,11
5691,23,Coffee,2711,2016-12-06 11:08:19,1,12,11
5692,15,Cake,2712,2016-12-06 11:21:40,1,12,11
5693,11,Bread,2712,2016-12-06 11:21:40,1,12,11
5694,15,Cake,2713,2016-12-06 11:23:27,1,12,11
5695,23,Coffee,2713,2016-12-06 11:23:27,1,12,11
5696,23,Coffee,2714,2016-12-06 11:45:33,1,12,11
5697,48,Hot chocolate,2714,2016-12-06 11:45:33,1,12,11
5698,66,Pastry,2714,2016-12-06 11:45:33,1,12,11
5699,62,NONE,2715,2016-12-06 12:02:51,1,12,12
5700,84,Tea,2715,2016-12-06 12:02:51,1,12,12
5701,11,Bread,2716,2016-12-06 12:07:33,1,12,12
5702,62,NONE,2717,2016-12-06 12:11:28,1,12,12
5703,84,Tea,2717,2016-12-06 12:11:28,1,12,12
5704,11,Bread,2718,2016-12-06 12:24:06,1,12,12
5705,37,Farm House,2718,2016-12-06 12:24:06,1,12,12
5706,23,Coffee,2719,2016-12-06 12:24:44,1,12,12
5707,11,Bread,2720,2016-12-06 12:35:33,1,12,12
5708,11,Bread,2721,2016-12-06 12:39:43,1,12,12
5709,62,NONE,2721,2016-12-06 12:39:43,1,12,12
5710,11,Bread,2722,2016-12-06 12:44:06,1,12,12
5711,26,Cookies,2722,2016-12-06 12:44:06,1,12,12
5712,23,Coffee,2723,2016-12-06 12:47:13,1,12,12
5713,11,Bread,2723,2016-12-06 12:47:13,1,12,12
5714,26,Cookies,2724,2016-12-06 12:50:14,1,12,12
5715,23,Coffee,2724,2016-12-06 12:50:14,1,12,12
5716,37,Farm House,2725,2016-12-06 13:02:34,1,12,13
5717,11,Bread,2726,2016-12-06 13:12:31,1,12,13
5718,23,Coffee,2727,2016-12-06 13:14:28,1,12,13
5719,23,Coffee,2728,2016-12-06 13:16:31,1,12,13
5720,84,Tea,2728,2016-12-06 13:16:31,1,12,13
5721,74,Sandwich,2728,2016-12-06 13:16:31,1,12,13
5722,60,Muffin,2728,2016-12-06 13:16:31,1,12,13
5723,23,Coffee,2729,2016-12-06 13:22:06,1,12,13
5724,11,Bread,2729,2016-12-06 13:22:06,1,12,13
5725,15,Cake,2729,2016-12-06 13:22:06,1,12,13
5726,62,NONE,2730,2016-12-06 13:36:54,1,12,13
5727,11,Bread,2730,2016-12-06 13:36:54,1,12,13
5728,62,NONE,2731,2016-12-06 14:01:12,1,12,14
5729,84,Tea,2731,2016-12-06 14:01:12,1,12,14
5730,84,Tea,2732,2016-12-06 14:02:32,1,12,14
5731,23,Coffee,2732,2016-12-06 14:02:32,1,12,14
5732,23,Coffee,2733,2016-12-06 14:10:33,1,12,14
5733,74,Sandwich,2734,2016-12-06 14:29:07,1,12,14
5734,84,Tea,2734,2016-12-06 14:29:07,1,12,14
5735,2,Alfajores,2734,2016-12-06 14:29:07,1,12,14
5736,23,Coffee,2735,2016-12-06 15:09:18,1,12,15
5737,62,NONE,2735,2016-12-06 15:09:18,1,12,15
5738,57,Mineral water,2735,2016-12-06 15:09:18,1,12,15
5739,2,Alfajores,2735,2016-12-06 15:09:18,1,12,15
5740,15,Cake,2735,2016-12-06 15:09:18,1,12,15
5741,74,Sandwich,2735,2016-12-06 15:09:18,1,12,15
5742,23,Coffee,2736,2016-12-06 15:29:23,1,12,15
5743,11,Bread,2736,2016-12-06 15:29:23,1,12,15
5744,23,Coffee,2737,2016-12-06 15:30:04,1,12,15
5745,62,NONE,2737,2016-12-06 15:30:04,1,12,15
5746,84,Tea,2738,2016-12-06 15:44:35,1,12,15
5747,15,Cake,2738,2016-12-06 15:44:35,1,12,15
5748,11,Bread,2739,2016-12-06 15:49:41,1,12,15
5749,26,Cookies,2740,2016-12-06 15:53:35,1,12,15
5750,23,Coffee,2741,2016-12-06 16:01:07,1,12,16
5751,51,Juice,2741,2016-12-06 16:01:07,1,12,16
5752,23,Coffee,2742,2016-12-06 16:22:54,1,12,16
5753,60,Muffin,2742,2016-12-06 16:22:54,1,12,16
5754,57,Mineral water,2742,2016-12-06 16:22:54,1,12,16
5755,51,Juice,2742,2016-12-06 16:22:54,1,12,16
5756,11,Bread,2743,2016-12-06 16:24:31,1,12,16
5757,11,Bread,2744,2016-12-07 08:38:22,2,12,8
5758,11,Bread,2745,2016-12-07 09:02:48,2,12,9
5759,11,Bread,2746,2016-12-07 09:15:18,2,12,9
5760,48,Hot chocolate,2746,2016-12-07 09:15:18,2,12,9
5761,51,Juice,2746,2016-12-07 09:15:18,2,12,9
5762,88,Toast,2746,2016-12-07 09:15:18,2,12,9
5763,62,NONE,2746,2016-12-07 09:15:18,2,12,9
5764,23,Coffee,2747,2016-12-07 09:21:35,2,12,9
5765,15,Cake,2747,2016-12-07 09:21:35,2,12,9
5766,11,Bread,2747,2016-12-07 09:21:35,2,12,9
5767,23,Coffee,2748,2016-12-07 09:25:00,2,12,9
5768,88,Toast,2748,2016-12-07 09:25:00,2,12,9
5769,23,Coffee,2749,2016-12-07 09:26:40,2,12,9
5770,88,Toast,2749,2016-12-07 09:26:40,2,12,9
5771,84,Tea,2750,2016-12-07 09:27:45,2,12,9
5772,84,Tea,2751,2016-12-07 09:29:20,2,12,9
5773,88,Toast,2751,2016-12-07 09:29:20,2,12,9
5774,26,Cookies,2751,2016-12-07 09:29:20,2,12,9
5775,37,Farm House,2752,2016-12-07 10:11:14,2,12,10
5776,11,Bread,2753,2016-12-07 10:28:53,2,12,10
5777,15,Cake,2753,2016-12-07 10:28:53,2,12,10
5778,62,NONE,2754,2016-12-07 10:58:32,2,12,10
5779,11,Bread,2754,2016-12-07 10:58:32,2,12,10
5780,23,Coffee,2755,2016-12-07 11:00:46,2,12,11
