,dayofweek,month,hour,item_code,counts
1150,1,3,10,23,20
1151,1,3,10,37,1
1152,1,3,10,43,1
1153,1,3,10,62,1
1154,1,3,10,66,4
1155,1,3,10,73,1
1156,1,3,10,74,2
1157,1,3,10,84,2
1158,1,3,10,88,3
1159,1,3,11,6,1
1160,1,3,11,7,1
1161,1,3,11,11,8
1162,1,3,11,15,1
1163,1,3,11,23,21
1164,1,3,11,26,4
1165,1,3,11,37,1
1166,1,3,11,41,1
1167,1,3,11,48,2
1168,1,3,11,50,1
1169,1,3,11,62,1
1170,1,3,11,66,5
1171,1,3,11,84,5
1172,1,3,11,88,2
1173,1,3,12,6,1
1174,1,3,12,7,1
1175,1,3,12,11,8
1176,1,3,12,18,1
1177,1,3,12,22,1
1178,1,3,12,23,12
1179,1,3,12,32,1
1180,1,3,12,37,2
1181,1,3,12,49,1
1182,1,3,12,50,1
1183,1,3,12,57,2
1184,1,3,12,60,1
1185,1,3,12,62,1
1186,1,3,12,66,6
1187,1,3,12,73,1
1188,1,3,12,74,6
1189,1,3,12,79,4
1190,1,3,12,80,3
1191,1,3,12,84,1
1192,1,3,12,89,2
1193,1,3,13,7,2
1194,1,3,13,11,3
1195,1,3,13,15,4
1196,1,3,13,18,1
1197,1,3,13,23,15
1198,1,3,13,25,2
1199,1,3,13,26,3
1200,1,3,13,37,1
1201,1,3,13,48,2
1202,1,3,13,51,1
1203,1,3,13,55,1
1204,1,3,13,57,2
1205,1,3,13,60,3
1206,1,3,13,73,1
1207,1,3,13,74,10
1208,1,3,13,79,5
1209,1,3,13,80,1
1210,1,3,13,84,5
1211,1,3,13,87,1
1212,1,3,13,88,2
1213,1,3,14,11,6
1214,1,3,14,15,4
1215,1,3,14,18,2
1216,1,3,14,23,15
1217,1,3,14,37,2
1218,1,3,14,40,1
1219,1,3,14,48,1
1220,1,3,14,49,1
1221,1,3,14,51,2
1222,1,3,14,60,3
1223,1,3,14,62,2
1224,1,3,14,66,1
1225,1,3,14,73,2
1226,1,3,14,74,7
1227,1,3,14,79,6
1228,1,3,14,80,2
1229,1,3,14,84,7
1230,1,3,14,87,2
1231,1,3,14,88,3
1232,1,3,14,89,3
1233,1,3,15,6,1
1234,1,3,15,7,3
1235,1,3,15,11,10
1236,1,3,15,15,6
1237,1,3,15,18,2
1238,1,3,15,22,1
1239,1,3,15,23,13
1240,1,3,15,26,7
1241,1,3,15,45,1
1242,1,3,15,51,4
1243,1,3,15,60,1
1244,1,3,15,62,1
1245,1,3,15,66,1
1246,1,3,15,76,1
1247,1,3,15,79,1
1248,1,3,15,84,5
1249,1,3,16,7,1
1250,1,3,16,11,3
1251,1,3,16,15,4
1252,1,3,16,23,9
1253,1,3,16,26,3
1254,1,3,16,48,1
1255,1,3,16,51,1
1256,1,3,16,60,1
1257,1,3,16,73,1
1258,1,3,16,74,1
1259,1,3,16,84,1
1260,1,3,17,11,2
1261,1,3,17,15,2
1262,1,3,17,26,1
1263,1,3,17,50,1
1264,1,3,17,55,1
1265,1,3,17,60,1
1266,1,3,17,84,1
1267,1,3,17,92,1
1268,1,4,7,23,1
1269,1,4,7,62,1
1270,1,4,8,11,1
1271,1,4,8,15,1
1272,1,4,8,23,4
1273,1,4,8,26,1
1274,1,4,8,57,1
1275,1,4,8,66,1
1276,1,4,8,88,1
1277,1,4,9,11,2
1278,1,4,9,23,2
1279,1,4,9,25,1
1280,1,4,9,35,1
1281,1,4,9,62,1
1282,1,4,9,66,1
1283,1,4,9,84,1
1284,1,4,10,23,6
1285,1,4,10,66,1
1286,1,4,11,11,7
1287,1,4,11,15,1
1288,1,4,11,23,4
1289,1,4,11,32,1
1290,1,4,11,47,1
1291,1,4,11,50,2
1292,1,4,11,66,1
1293,1,4,12,11,2
1294,1,4,12,18,1
1295,1,4,12,23,8
1296,1,4,12,29,1
1297,1,4,12,35,1
1298,1,4,12,51,2
1299,1,4,12,57,2
1300,1,4,12,62,3
1301,1,4,12,73,1
1302,1,4,12,74,1
1303,1,4,12,84,1
1304,1,4,13,11,2
1305,1,4,13,23,2
1306,1,4,13,26,1
1307,1,4,13,73,1
1308,1,4,14,11,3
1309,1,4,14,15,3
1310,1,4,14,23,4
1311,1,4,14,35,1
1312,1,4,14,51,1
1313,1,4,14,73,1
1314,1,4,14,79,3
1315,1,4,14,80,1
1316,1,4,14,84,1
1317,1,4,15,6,1
1318,1,4,15,11,1
1319,1,4,15,15,2
1320,1,4,15,23,7
1321,1,4,15,26,1
1322,1,4,15,51,1
1323,1,4,15,57,1
1324,1,4,15,73,1
1325,1,4,15,84,4
1326,1,4,16,15,3
1327,1,4,16,23,2
1328,1,4,16,78,1
1329,1,4,16,84,1
1330,1,4,17,18,1
1331,1,4,17,84,1
1332,1,11,7,23,2
1333,1,11,7,55,1
1334,1,11,7,66,1
1335,1,11,8,11,3
1336,1,11,8,23,4
1337,1,11,8,49,1
1338,1,11,8,52,1
1339,1,11,8,55,1
1340,1,11,8,66,5
1341,1,11,8,84,3
1342,1,11,9,11,6
1343,1,11,9,23,17
1344,1,11,9,25,2
1345,1,11,9,33,1
1346,1,11,9,37,2
1347,1,11,9,40,1
1348,1,11,9,48,3
1349,1,11,9,52,4
1350,1,11,9,55,4
1351,1,11,9,62,4
1352,1,11,9,66,8
1353,1,11,9,75,1
1354,1,11,9,83,1
1355,1,11,9,84,9
1356,1,11,9,94,1
1357,1,11,10,2,2
1358,1,11,10,11,13
1359,1,11,10,14,1
1360,1,11,10,23,31
1361,1,11,10,25,1
1362,1,11,10,26,1
1363,1,11,10,37,2
1364,1,11,10,40,1
1365,1,11,10,48,1
1366,1,11,10,52,4
1367,1,11,10,55,2
1368,1,11,10,60,4
1369,1,11,10,62,1
1370,1,11,10,66,5
1371,1,11,10,75,1
1372,1,11,10,79,1
1373,1,11,10,84,3
1374,1,11,10,89,1
1375,1,11,11,2,2
1376,1,11,11,11,13
1377,1,11,11,14,2
1378,1,11,11,15,1
1379,1,11,11,23,29
1380,1,11,11,26,2
1381,1,11,11,37,3
1382,1,11,11,51,1
1383,1,11,11,53,1
1384,1,11,11,55,1
1385,1,11,11,60,4
1386,1,11,11,62,3
1387,1,11,11,66,8
1388,1,11,11,75,8
1389,1,11,11,79,1
1390,1,11,11,84,8
1391,1,11,12,2,1
1392,1,11,12,4,2
1393,1,11,12,11,14
1394,1,11,12,14,3
1395,1,11,12,15,3
1396,1,11,12,23,21
1397,1,11,12,25,1
1398,1,11,12,26,4
1399,1,11,12,37,3
1400,1,11,12,39,1
1401,1,11,12,46,2
1402,1,11,12,55,8
1403,1,11,12,60,3
1404,1,11,12,62,5
1405,1,11,12,66,4
1406,1,11,12,74,5
1407,1,11,12,75,5
1408,1,11,12,79,6
1409,1,11,12,83,3
1410,1,11,12,84,8
1411,1,11,12,89,1
1412,1,11,13,2,2
1413,1,11,13,11,8
1414,1,11,13,14,2
1415,1,11,13,15,5
1416,1,11,13,23,22
1417,1,11,13,25,1
1418,1,11,13,37,2
1419,1,11,13,40,1
1420,1,11,13,46,6
1421,1,11,13,48,2
1422,1,11,13,55,2
1423,1,11,13,62,3
1424,1,11,13,66,3
1425,1,11,13,74,7
1426,1,11,13,75,3
1427,1,11,13,79,7
1428,1,11,13,84,4
1429,1,11,14,2,3
1430,1,11,14,10,1
1431,1,11,14,11,9
1432,1,11,14,14,4
1433,1,11,14,15,2
1434,1,11,14,23,17
1435,1,11,14,26,1
1436,1,11,14,37,2
1437,1,11,14,38,1
1438,1,11,14,40,1
1439,1,11,14,46,2
1440,1,11,14,48,1
1441,1,11,14,49,1
1442,1,11,14,55,3
1443,1,11,14,60,3
1444,1,11,14,66,2
1445,1,11,14,74,4
1446,1,11,14,75,4
1447,1,11,14,79,6
1448,1,11,14,83,1
1449,1,11,14,84,9
1450,1,11,15,2,3
1451,1,11,15,11,5
1452,1,11,15,14,1
1453,1,11,15,15,6
1454,1,11,15,23,13
1455,1,11,15,25,2
1456,1,11,15,26,4
1457,1,11,15,40,2
1458,1,11,15,48,1
1459,1,11,15,49,1
1460,1,11,15,51,2
1461,1,11,15,57,1
1462,1,11,15,60,2
1463,1,11,15,66,1
1464,1,11,15,79,1
1465,1,11,15,84,8
1466,1,11,15,87,1
1467,1,11,16,2,1
1468,1,11,16,11,1
1469,1,11,16,12,1
1470,1,11,16,14,2
1471,1,11,16,15,1
1472,1,11,16,23,10
1473,1,11,16,25,1
1474,1,11,16,26,1
1475,1,11,16,32,1
1476,1,11,16,37,1
1477,1,11,16,48,4
1478,1,11,16,51,1
1479,1,11,16,55,2
1480,1,11,16,60,1
1481,1,11,16,62,1
1482,1,11,16,79,1
1483,1,11,16,84,2
1484,1,11,16,87,1
1485,1,11,17,11,3
1486,1,11,17,15,1
1487,1,11,17,23,4
1488,1,11,17,37,1
1489,1,11,17,48,2
1490,1,11,17,55,1
1491,1,11,17,66,1
1492,1,11,17,75,1
1493,1,11,17,84,2
1494,1,11,17,89,1
1495,1,11,18,11,1
1496,1,11,18,55,2
1497,1,11,18,89,1
1498,1,12,8,11,3
1499,1,12,8,23,3
1500,1,12,8,26,2
1501,1,12,8,37,1
1502,1,12,8,55,1
1503,1,12,8,75,1
1504,1,12,8,84,2
1505,1,12,8,93,1
1506,1,12,9,2,1
1507,1,12,9,4,1
1508,1,12,9,11,7
1509,1,12,9,23,15
1510,1,12,9,25,2
1511,1,12,9,26,1
1512,1,12,9,40,3
1513,1,12,9,48,2
1514,1,12,9,49,2
1515,1,12,9,55,4
1516,1,12,9,60,1
1517,1,12,9,62,2
1518,1,12,9,66,3
1519,1,12,9,74,1
1520,1,12,9,84,3
1521,1,12,9,88,2
1522,1,12,10,2,2
1523,1,12,10,7,1
1524,1,12,10,11,12
1525,1,12,10,23,17
1526,1,12,10,26,3
1527,1,12,10,37,2
1528,1,12,10,48,1
1529,1,12,10,55,2
1530,1,12,10,60,2
1531,1,12,10,62,1
1532,1,12,10,66,4
1533,1,12,10,84,3
1534,1,12,10,88,1
1535,1,12,11,2,1
1536,1,12,11,11,6
1537,1,12,11,15,5
1538,1,12,11,23,24
1539,1,12,11,26,1
1540,1,12,11,48,5
1541,1,12,11,55,4
1542,1,12,11,62,4
1543,1,12,11,66,6
1544,1,12,11,75,1
1545,1,12,11,84,3
1546,1,12,11,86,1
1547,1,12,11,88,2
1548,1,12,11,93,1
1549,1,12,12,11,8
1550,1,12,12,15,4
1551,1,12,12,23,16
1552,1,12,12,26,2
1553,1,12,12,37,3
1554,1,12,12,46,2
1555,1,12,12,48,1
1556,1,12,12,51,1
1557,1,12,12,55,1
1558,1,12,12,62,6
1559,1,12,12,84,2
1560,1,12,12,88,2
1561,1,12,13,7,1
1562,1,12,13,11,4
1563,1,12,13,14,1
1564,1,12,13,15,1
1565,1,12,13,23,8
1566,1,12,13,37,2
1567,1,12,13,39,1
1568,1,12,13,42,1
1569,1,12,13,48,1
1570,1,12,13,51,2
1571,1,12,13,55,1
1572,1,12,13,60,1
1573,1,12,13,62,6
1574,1,12,13,66,1
1575,1,12,13,74,4
1576,1,12,13,84,5
1577,1,12,14,2,1
1578,1,12,14,11,1
1579,1,12,14,15,2
1580,1,12,14,23,14
1581,1,12,14,26,1
1582,1,12,14,48,2
1583,1,12,14,55,2
1584,1,12,14,62,3
1585,1,12,14,66,2
1586,1,12,14,74,3
1587,1,12,14,84,4
1588,1,12,15,2,2
1589,1,12,15,7,1
1590,1,12,15,11,9
1591,1,12,15,15,3
1592,1,12,15,23,15
1593,1,12,15,26,1
1594,1,12,15,37,1
1595,1,12,15,48,1
1596,1,12,15,57,1
1597,1,12,15,60,1
1598,1,12,15,62,3
1599,1,12,15,74,1
1600,1,12,15,84,1
1601,1,12,16,11,2
1602,1,12,16,15,1
1603,1,12,16,23,4
1604,1,12,16,37,1
1605,1,12,16,49,1
1606,1,12,16,51,2
1607,1,12,16,57,1
1608,1,12,16,60,1
1609,1,12,16,75,1
1610,1,12,16,84,1
1611,1,12,16,89,2
1612,1,12,17,11,1
1613,1,12,17,23,1
1614,1,12,17,37,1
1615,1,12,18,40,1
1616,1,12,18,49,2
1617,1,12,18,75,1
1618,1,12,19,11,1
1619,2,1,8,11,3
1620,2,1,8,23,5
1621,2,1,8,60,1
1622,2,1,8,88,2
1623,2,1,9,11,7
1624,2,1,9,15,1
1625,2,1,9,23,9
1626,2,1,9,32,1
1627,2,1,9,37,1
1628,2,1,9,48,2
1629,2,1,9,55,4
1630,2,1,9,60,1
1631,2,1,9,62,1
1632,2,1,9,66,2
1633,2,1,9,74,1
1634,2,1,9,75,1
1635,2,1,9,84,2
1636,2,1,10,11,10
1637,2,1,10,15,2
1638,2,1,10,23,15
1639,2,1,10,25,1
1640,2,1,10,26,2
1641,2,1,10,37,2
1642,2,1,10,43,1
1643,2,1,10,48,2
1644,2,1,10,55,3
1645,2,1,10,60,3
1646,2,1,10,62,4
1647,2,1,10,66,1
1648,2,1,10,75,1
1649,2,1,10,76,1
1650,2,1,10,84,6
1651,2,1,10,87,1
1652,2,1,10,88,2
1653,2,1,11,2,1
1654,2,1,11,6,2
1655,2,1,11,11,8
1656,2,1,11,15,1
1657,2,1,11,23,12
1658,2,1,11,37,1
1659,2,1,11,48,1
1660,2,1,11,55,2
1661,2,1,11,60,1
1662,2,1,11,62,3
1663,2,1,11,66,2
1664,2,1,11,74,1
1665,2,1,11,79,1
1666,2,1,11,84,1
1667,2,1,12,4,1
1668,2,1,12,11,5
1669,2,1,12,15,2
1670,2,1,12,18,1
1671,2,1,12,23,7
1672,2,1,12,25,2
1673,2,1,12,26,2
1674,2,1,12,46,1
1675,2,1,12,59,1
1676,2,1,12,62,2
1677,2,1,12,66,2
1678,2,1,12,74,6
1679,2,1,12,79,1
1680,2,1,12,84,4
1681,2,1,13,2,1
1682,2,1,13,11,3
1683,2,1,13,15,1
1684,2,1,13,23,6
1685,2,1,13,28,1
1686,2,1,13,38,1
1687,2,1,13,51,3
1688,2,1,13,55,1
1689,2,1,13,60,2
1690,2,1,13,62,5
1691,2,1,13,73,1
1692,2,1,13,74,5
1693,2,1,13,79,1
1694,2,1,13,84,4
1695,2,1,13,87,1
1696,2,1,14,1,2
1697,2,1,14,11,7
1698,2,1,14,14,3
1699,2,1,14,15,5
1700,2,1,14,23,10
1701,2,1,14,26,3
1702,2,1,14,37,1
1703,2,1,14,48,2
1704,2,1,14,55,1
1705,2,1,14,62,5
1706,2,1,14,66,1
1707,2,1,14,74,3
1708,2,1,14,75,3
1709,2,1,14,79,2
1710,2,1,14,84,7
1711,2,1,14,86,1
1712,2,1,15,11,4
1713,2,1,15,14,1
1714,2,1,15,15,6
1715,2,1,15,23,8
1716,2,1,15,25,3
1717,2,1,15,26,2
1718,2,1,15,33,1
1719,2,1,15,48,2
1720,2,1,15,50,1
1721,2,1,15,51,2
1722,2,1,15,55,1
1723,2,1,15,62,3
1724,2,1,15,66,1
1725,2,1,15,74,1
1726,2,1,15,76,1
1727,2,1,15,84,5
1728,2,1,16,11,1
1729,2,1,16,14,1
1730,2,1,16,15,7
1731,2,1,16,23,8
1732,2,1,16,26,2
1733,2,1,16,48,3
1734,2,1,16,50,1
1735,2,1,16,60,2
1736,2,1,16,84,4
1737,2,1,17,11,2
1738,2,1,17,26,1
1739,2,1,17,37,1
1740,2,1,17,84,1
1741,2,1,18,38,1
1742,2,1,18,40,1
1743,2,2,7,23,2
1744,2,2,7,88,1
1745,2,2,8,2,1
1746,2,2,8,11,7
1747,2,2,8,23,1
1748,2,2,9,2,2
1749,2,2,9,11,8
1750,2,2,9,15,1
1751,2,2,9,23,6
1752,2,2,9,32,1
1753,2,2,9,63,1
1754,2,2,9,66,5
1755,2,2,9,88,1
1756,2,2,10,2,4
1757,2,2,10,6,1
1758,2,2,10,7,1
1759,2,2,10,11,9
1760,2,2,10,15,4
1761,2,2,10,23,20
1762,2,2,10,37,1
1763,2,2,10,48,1
1764,2,2,10,55,1
1765,2,2,10,62,1
1766,2,2,10,66,2
1767,2,2,10,74,1
1768,2,2,10,80,1
1769,2,2,10,84,1
1770,2,2,10,88,1
1771,2,2,11,6,2
1772,2,2,11,11,12
1773,2,2,11,23,11
1774,2,2,11,28,1
1775,2,2,11,48,1
1776,2,2,11,55,5
1777,2,2,11,57,1
1778,2,2,11,62,1
1779,2,2,11,66,3
1780,2,2,11,74,1
1781,2,2,11,80,1
1782,2,2,11,84,3
1783,2,2,11,86,1
1784,2,2,11,88,1
1785,2,2,12,2,2
1786,2,2,12,6,3
1787,2,2,12,11,10
1788,2,2,12,15,1
1789,2,2,12,18,1
1790,2,2,12,23,10
1791,2,2,12,37,3
1792,2,2,12,48,1
1793,2,2,12,55,3
1794,2,2,12,66,6
1795,2,2,12,74,1
1796,2,2,12,76,1
1797,2,2,12,79,1
1798,2,2,12,84,3
1799,2,2,12,88,1
1800,2,2,12,89,1
1801,2,2,12,92,1
1802,2,2,13,2,1
1803,2,2,13,4,1
1804,2,2,13,11,5
1805,2,2,13,14,3
1806,2,2,13,15,5
1807,2,2,13,18,1
1808,2,2,13,21,2
1809,2,2,13,23,13
1810,2,2,13,25,2
1811,2,2,13,26,1
1812,2,2,13,40,1
1813,2,2,13,48,2
1814,2,2,13,51,1
1815,2,2,13,62,2
1816,2,2,13,66,2
1817,2,2,13,74,7
1818,2,2,13,79,5
1819,2,2,13,80,1
1820,2,2,13,84,6
1821,2,2,13,86,1
1822,2,2,13,88,1
1823,2,2,14,2,2
1824,2,2,14,4,1
1825,2,2,14,6,3
1826,2,2,14,11,12
1827,2,2,14,14,2
1828,2,2,14,15,4
1829,2,2,14,18,1
1830,2,2,14,23,15
1831,2,2,14,25,1
1832,2,2,14,35,1
1833,2,2,14,43,1
1834,2,2,14,51,1
1835,2,2,14,57,1
1836,2,2,14,62,3
1837,2,2,14,66,2
1838,2,2,14,73,2
1839,2,2,14,74,5
1840,2,2,14,76,1
1841,2,2,14,79,4
1842,2,2,14,84,8
1843,2,2,14,89,1
1844,2,2,15,2,3
1845,2,2,15,11,13
1846,2,2,15,15,5
1847,2,2,15,18,1
1848,2,2,15,23,18
1849,2,2,15,26,2
1850,2,2,15,37,1
1851,2,2,15,48,4
1852,2,2,15,50,1
1853,2,2,15,55,1
1854,2,2,15,57,1
1855,2,2,15,66,1
1856,2,2,15,74,5
1857,2,2,15,75,1
1858,2,2,15,76,2
1859,2,2,15,78,1
1860,2,2,15,79,1
1861,2,2,15,84,6
1862,2,2,15,93,1
1863,2,2,16,2,1
1864,2,2,16,11,4
1865,2,2,16,14,4
1866,2,2,16,15,3
1867,2,2,16,23,10
1868,2,2,16,26,1
1869,2,2,16,37,1
1870,2,2,16,48,3
1871,2,2,16,51,1
1872,2,2,16,74,2
1873,2,2,16,84,2
1874,2,2,16,93,1
1875,2,2,17,2,1
1876,2,2,17,11,2
1877,2,2,17,15,1
1878,2,2,17,23,2
1879,2,2,17,25,1
1880,2,2,17,26,2
1881,2,2,17,51,1
1882,2,2,17,84,1
1883,2,2,17,89,1
1884,2,3,8,6,1
1885,2,3,8,11,3
1886,2,3,8,23,4
1887,2,3,8,26,1
1888,2,3,8,37,1
1889,2,3,8,48,1
1890,2,3,9,2,1
1891,2,3,9,6,1
1892,2,3,9,11,15
1893,2,3,9,14,2
1894,2,3,9,17,1
1895,2,3,9,23,19
1896,2,3,9,25,1
1897,2,3,9,26,2
1898,2,3,9,43,1
1899,2,3,9,48,1
1900,2,3,9,51,2
1901,2,3,9,55,1
1902,2,3,9,60,1
1903,2,3,9,62,1
1904,2,3,9,66,8
1905,2,3,9,74,1
1906,2,3,9,75,1
1907,2,3,9,80,1
1908,2,3,9,84,2
1909,2,3,9,88,1
1910,2,3,10,6,2
1911,2,3,10,11,11
1912,2,3,10,15,4
1913,2,3,10,23,14
1914,2,3,10,37,2
1915,2,3,10,48,2
1916,2,3,10,62,1
1917,2,3,10,66,5
1918,2,3,10,78,1
1919,2,3,10,84,3
1920,2,3,10,88,3
1921,2,3,11,6,3
1922,2,3,11,11,8
1923,2,3,11,15,3
1924,2,3,11,22,1
1925,2,3,11,23,15
1926,2,3,11,25,2
1927,2,3,11,26,2
1928,2,3,11,35,1
1929,2,3,11,37,1
1930,2,3,11,49,1
1931,2,3,11,51,2
1932,2,3,11,55,1
1933,2,3,11,62,1
1934,2,3,11,66,1
1935,2,3,11,73,1
1936,2,3,11,74,2
1937,2,3,11,78,1
1938,2,3,11,84,3
1939,2,3,11,88,2
1940,2,3,11,93,1
1941,2,3,12,4,1
1942,2,3,12,6,1
1943,2,3,12,11,11
1944,2,3,12,15,3
1945,2,3,12,18,5
1946,2,3,12,23,16
1947,2,3,12,25,1
1948,2,3,12,26,2
1949,2,3,12,43,1
1950,2,3,12,48,2
1951,2,3,12,51,2
1952,2,3,12,55,1
1953,2,3,12,57,1
1954,2,3,12,62,2
1955,2,3,12,66,2
1956,2,3,12,74,2
1957,2,3,12,79,4
1958,2,3,12,80,2
1959,2,3,12,84,5
1960,2,3,12,88,4
1961,2,3,12,89,2
1962,2,3,13,11,6
1963,2,3,13,14,1
1964,2,3,13,15,2
1965,2,3,13,18,1
1966,2,3,13,23,14
1967,2,3,13,26,1
1968,2,3,13,30,1
1969,2,3,13,37,1
1970,2,3,13,57,2
1971,2,3,13,62,3
1972,2,3,13,66,1
1973,2,3,13,73,2
1974,2,3,13,74,5
1975,2,3,13,79,7
1976,2,3,13,84,4
1977,2,3,13,89,2
1978,2,3,14,7,1
1979,2,3,14,11,7
1980,2,3,14,14,1
1981,2,3,14,15,5
1982,2,3,14,18,1
1983,2,3,14,23,14
1984,2,3,14,25,1
1985,2,3,14,26,1
1986,2,3,14,48,1
1987,2,3,14,49,1
1988,2,3,14,51,2
1989,2,3,14,58,1
1990,2,3,14,60,1
1991,2,3,14,62,1
1992,2,3,14,66,3
1993,2,3,14,72,1
1994,2,3,14,73,1
1995,2,3,14,74,2
1996,2,3,14,76,1
1997,2,3,14,79,1
1998,2,3,14,80,2
1999,2,3,14,84,8
2000,2,3,14,88,1
2001,2,3,14,89,1
2002,2,3,15,6,1
2003,2,3,15,11,5
2004,2,3,15,14,1
2005,2,3,15,15,5
2006,2,3,15,18,1
2007,2,3,15,23,14
2008,2,3,15,25,2
2009,2,3,15,26,1
2010,2,3,15,29,1
2011,2,3,15,37,1
2012,2,3,15,48,1
2013,2,3,15,50,1
2014,2,3,15,55,1
2015,2,3,15,60,1
2016,2,3,15,66,1
2017,2,3,15,74,2
2018,2,3,15,76,1
2019,2,3,15,79,1
2020,2,3,15,84,4
2021,2,3,15,89,1
2022,2,3,16,6,1
2023,2,3,16,11,10
2024,2,3,16,15,5
2025,2,3,16,23,13
2026,2,3,16,50,1
2027,2,3,16,51,3
2028,2,3,16,66,1
2029,2,3,16,76,3
2030,2,3,16,78,1
2031,2,3,16,79,2
2032,2,3,16,80,1
2033,2,3,16,84,7
2034,2,3,16,87,1
2035,2,3,16,89,2
2036,2,3,17,11,1
2037,2,3,17,14,1
2038,2,3,17,15,2
2039,2,3,17,23,4
2040,2,3,17,26,1
2041,2,3,17,49,1
2042,2,3,17,51,2
2043,2,3,17,84,1
2044,2,3,17,87,1
2045,2,3,17,89,1
2046,2,4,8,11,3
2047,2,4,8,22,1
2048,2,4,8,23,2
2049,2,4,8,48,1
2050,2,4,8,49,1
2051,2,4,8,84,1
2052,2,4,9,11,1
2053,2,4,9,23,4
2054,2,4,9,48,2
2055,2,4,9,66,1
2056,2,4,9,84,1
2057,2,4,10,11,2
2058,2,4,10,23,4
2059,2,4,10,66,2
2060,2,4,10,84,3
2061,2,4,10,88,2
2062,2,4,10,89,1
2063,2,4,11,11,2
2064,2,4,11,23,4
2065,2,4,11,37,1
2066,2,4,11,60,1
2067,2,4,11,62,2
2068,2,4,11,66,3
2069,2,4,11,73,1
2070,2,4,11,74,1
2071,2,4,11,84,4
2072,2,4,11,88,1
2073,2,4,12,11,1
2074,2,4,12,23,3
2075,2,4,12,73,1
2076,2,4,12,74,2
2077,2,4,12,89,1
2078,2,4,13,11,1
2079,2,4,13,18,1
2080,2,4,13,23,3
2081,2,4,13,25,1
2082,2,4,13,35,1
2083,2,4,13,60,1
2084,2,4,13,73,1
2085,2,4,13,84,1
2086,2,4,13,87,2
2087,2,4,14,6,1
2088,2,4,14,11,3
2089,2,4,14,15,5
2090,2,4,14,23,3
2091,2,4,14,25,1
2092,2,4,14,26,1
2093,2,4,14,29,1
2094,2,4,14,48,2
2095,2,4,14,50,1
2096,2,4,14,51,1
2097,2,4,14,73,1
2098,2,4,14,74,4
2099,2,4,14,87,1
2100,2,4,15,6,1
2101,2,4,15,11,1
2102,2,4,15,15,1
2103,2,4,15,23,2
2104,2,4,15,25,1
2105,2,4,15,26,2
2106,2,4,15,37,1
2107,2,4,15,60,1
2108,2,4,15,66,1
2109,2,4,15,75,1
2110,2,4,15,79,1
2111,2,4,15,80,1
2112,2,4,15,84,1
2113,2,4,16,11,6
2114,2,4,16,15,4
2115,2,4,16,23,3
2116,2,4,16,26,1
2117,2,4,16,66,1
2118,2,4,16,84,1
2119,2,4,16,87,1
2120,2,4,16,89,1
2121,2,4,17,2,1
2122,2,4,17,21,1
2123,2,4,17,23,2
2124,2,4,17,25,1
2125,2,4,17,26,1
2126,2,4,17,51,1
2127,2,4,17,57,1
2128,2,4,17,66,2
2129,2,4,17,84,2
2130,2,4,17,87,1
2131,2,4,22,51,1
2132,2,4,22,57,1
2133,2,11,7,23,1
2134,2,11,7,55,1
2135,2,11,8,11,8
2136,2,11,8,15,2
2137,2,11,8,23,10
2138,2,11,8,25,1
2139,2,11,8,48,1
2140,2,11,8,55,1
2141,2,11,8,62,1
2142,2,11,8,66,6
2143,2,11,9,2,1
2144,2,11,9,11,9
2145,2,11,9,23,22
2146,2,11,9,25,1
2147,2,11,9,37,4
2148,2,11,9,43,1
2149,2,11,9,48,3
2150,2,11,9,49,3
2151,2,11,9,52,1
2152,2,11,9,55,3
2153,2,11,9,57,1
2154,2,11,9,62,9
2155,2,11,9,66,10
2156,2,11,9,75,1
2157,2,11,9,84,4
2158,2,11,10,2,2
2159,2,11,10,11,10
2160,2,11,10,14,1
2161,2,11,10,15,2
2162,2,11,10,23,21
2163,2,11,10,26,1
2164,2,11,10,37,5
2165,2,11,10,48,3
2166,2,11,10,49,1
2167,2,11,10,51,1
2168,2,11,10,52,2
2169,2,11,10,55,2
2170,2,11,10,62,2
2171,2,11,10,66,9
2172,2,11,10,74,1
2173,2,11,10,75,1
2174,2,11,10,84,3
2175,2,11,11,11,20
2176,2,11,11,14,1
2177,2,11,11,15,2
2178,2,11,11,23,25
2179,2,11,11,26,6
2180,2,11,11,37,2
2181,2,11,11,38,1
2182,2,11,11,40,1
2183,2,11,11,46,1
2184,2,11,11,49,2
2185,2,11,11,51,1
2186,2,11,11,52,5
2187,2,11,11,55,4
2188,2,11,11,62,4
2189,2,11,11,66,3
2190,2,11,11,75,1
2191,2,11,11,78,1
2192,2,11,11,83,2
2193,2,11,11,84,3
2194,2,11,12,2,1
2195,2,11,12,4,1
2196,2,11,12,11,12
2197,2,11,12,14,4
2198,2,11,12,15,3
2199,2,11,12,23,21
2200,2,11,12,25,2
2201,2,11,12,26,4
2202,2,11,12,37,1
2203,2,11,12,40,1
2204,2,11,12,46,6
2205,2,11,12,48,1
2206,2,11,12,50,2
2207,2,11,12,51,5
2208,2,11,12,52,1
2209,2,11,12,55,3
2210,2,11,12,57,3
2211,2,11,12,60,2
2212,2,11,12,62,5
2213,2,11,12,66,2
2214,2,11,12,67,1
2215,2,11,12,74,1
2216,2,11,12,75,3
2217,2,11,12,78,2
2218,2,11,12,79,9
2219,2,11,12,83,2
2220,2,11,12,84,9
2221,2,11,12,87,1
2222,2,11,13,11,11
2223,2,11,13,12,1
2224,2,11,13,14,1
